acc_x,acc_y,acc_z,eda,bvp,hr,temp,pain_level
-0.3783,0.0603,-0.6029,0.902,83.2,69.0,33.03,1
-1.2598,0.4055,1.4514,1.365,75.3,98.9,33.72,6
0.0256,-0.0249,0.0697,0.687,77.3,52.8,33.64,1
0.01,0.0434,0.0394,0.566,74.1,53.7,33.08,1
0.7331,-0.2079,0.4025,1.646,74.4,95.2,33.87,7
0.4641,-0.9326,0.3096,1.749,73.5,88.1,33.4,6
-0.041,-0.0286,-0.0362,0.746,67.8,47.3,33.75,1
-0.1108,-0.0703,0.0236,0.022,71.6,53.0,33.61,1
-0.2977,-0.2229,0.5139,0.227,74.5,75.3,33.33,1
-1.3287,-2.4941,0.3744,1.336,87.3,119.1,33.88,7
0.0524,0.018,0.0556,1.063,62.5,56.8,34.3,2
-0.0124,0.0188,0.0766,0.184,68.5,49.4,33.44,1
0.3439,-0.2907,0.0878,1.092,80.4,96.4,33.7,6
0.0227,-0.0436,-0.0576,1.478,59.3,50.7,34.33,3
-1.1458,-0.7701,-0.7705,1.153,69.8,94.4,34.13,5
0.0232,-0.0825,0.0223,0.989,70.8,60.3,33.61,2
0.2878,0.1766,0.077,1.373,77.3,67.2,33.26,3
0.1663,-0.0849,0.0193,0.976,69.7,77.5,33.7,4
-0.3971,-0.3326,0.0377,1.088,79.0,69.8,33.83,3
0.0988,0.0114,-0.0018,0.809,70.1,51.9,33.67,1
-0.2643,-0.0071,0.1866,0.26,64.6,75.5,33.92,1
0.7311,0.2807,-0.1977,1.827,77.9,94.0,33.26,7
-0.131,0.075,-0.1754,0.922,77.9,80.1,33.59,4
-0.0117,0.2921,0.2888,0.558,75.9,70.2,33.49,1
0.0485,-0.0088,0.0045,0.822,71.0,42.8,34.19,1
0.0429,-0.0035,-0.0079,0.041,68.5,55.1,33.92,1
0.0062,0.1309,-0.0348,1.104,74.0,70.8,33.71,4
-0.1131,0.0296,-0.2685,1.555,82.6,72.5,33.54,5
0.0247,0.2733,0.3285,1.443,64.3,74.0,33.58,5
-0.1973,-0.1553,-0.0812,1.679,77.5,75.4,34.01,6
1.4536,-1.7653,-0.4505,1.506,80.7,88.8,34.18,6
-0.0,-0.0848,-0.0458,1.375,69.4,46.6,33.99,2
0.3685,-0.057,0.3384,1.967,67.9,69.9,33.64,6
0.0412,0.0284,0.0245,0.62,66.8,51.4,33.9,1
1.9238,-0.374,0.912,2.029,83.0,115.0,34.08,8
0.734,-0.1947,0.3569,0.678,66.8,71.3,33.69,1
-0.0576,-0.1928,0.4884,1.029,70.8,74.9,33.44,4
0.0889,-0.1158,-0.1081,0.075,77.1,72.2,33.83,1
0.0035,-0.0059,0.0106,0.36,76.4,57.4,33.82,1
0.0378,-0.0017,-0.0543,2.303,66.2,54.1,33.8,5
0.536,-0.1542,-0.5826,1.632,78.7,93.8,33.63,7
0.0708,0.1839,-0.0521,1.29,77.7,69.1,34.14,5
-0.3761,0.264,-0.471,1.231,78.9,72.2,33.7,3
-0.0566,0.0416,0.0313,2.004,67.9,53.7,33.58,5
-0.0055,0.0174,0.0451,0.891,63.9,58.0,33.92,2
0.1314,-0.1184,0.2534,1.486,70.5,75.0,33.9,5
-0.0148,0.0428,-0.0408,0.559,72.2,55.9,33.7,1
0.3116,0.2063,-0.1084,1.079,79.3,99.8,33.68,6
2.7599,-2.5927,1.2317,1.665,77.6,108.9,34.1,7
-0.1588,0.0321,0.7903,1.443,78.0,100.2,34.06,7
0.0003,0.0167,0.0007,1.49,73.5,56.7,34.15,3
0.0122,-0.0407,0.0869,1.342,74.5,55.3,33.81,2
0.0182,-0.0002,-0.028,1.562,70.7,58.1,33.69,4
-0.1904,-0.4834,0.3507,0.234,80.6,69.2,33.81,1
-0.0498,-0.0514,-0.0089,0.808,66.9,56.8,34.41,1
0.0364,0.0023,0.0124,0.9,66.0,57.3,33.9,1
0.0155,-0.0121,0.0595,0.858,73.4,57.2,33.76,1
-0.0664,-0.0403,0.467,0.019,62.6,74.3,34.02,1
0.6422,1.2119,-0.2543,2.681,77.9,115.4,34.1,8
0.2865,1.2589,-1.4281,0.93,89.9,110.1,33.12,6
0.065,-0.0012,-0.0477,0.214,70.5,56.7,33.91,1
0.0151,-0.0023,-0.1033,1.567,72.0,53.8,34.11,3
-0.3231,0.8162,-1.3469,1.548,66.2,80.5,33.74,5
-0.0045,0.0009,-0.0217,0.358,75.8,64.0,33.5,1
0.6872,-0.429,-1.3013,1.186,75.2,107.1,33.51,7
0.4224,-0.4104,0.1542,0.226,78.7,92.4,33.54,4
-0.0394,-0.2846,-0.1223,1.368,70.6,74.7,33.39,4
-0.4754,0.0268,-0.1939,0.297,72.7,70.4,33.48,1
-0.1895,-0.2889,-0.1255,1.161,70.8,66.3,33.68,4
-0.1513,-0.0929,0.1972,1.969,68.4,73.4,33.95,6
-0.0373,-0.0159,-0.0797,0.582,66.6,60.7,33.69,1
0.4965,0.0717,0.4914,3.526,82.8,95.2,33.57,8
0.0057,0.087,0.0741,0.32,71.3,56.9,34.29,1
0.2144,0.2679,-0.3371,1.699,75.4,96.8,33.12,7
-0.2637,-0.0168,0.0069,0.765,55.6,81.7,33.4,3
2.0886,0.0757,1.0542,1.621,73.9,91.7,33.89,6
-0.0588,-0.039,-0.0065,0.509,75.1,59.1,33.94,1
0.1869,-0.1327,0.395,1.34,79.7,76.4,33.63,4
-0.3012,-0.3596,-1.6261,1.314,77.0,88.0,33.59,5
-0.0094,-0.0539,0.021,0.854,78.8,55.7,34.4,2
0.9882,-0.0136,-0.156,2.28,71.6,96.2,33.99,8
0.3376,-0.8783,-1.0171,1.362,80.2,101.6,33.55,6
-0.2999,-0.0304,-0.3874,1.164,74.6,82.2,33.77,5
-0.0989,-0.0433,0.0192,0.816,67.0,61.0,33.2,2
0.1015,0.0438,-0.081,0.963,61.2,58.1,33.79,1
-0.0882,0.0075,0.2236,0.954,64.7,79.1,33.97,4
-0.0102,-0.0142,0.0545,0.338,72.1,55.9,34.06,1
0.0763,-0.0408,0.0294,0.681,70.1,47.0,34.4,1
-0.0665,0.0125,-0.0618,0.29,64.8,64.7,33.78,1
-0.0254,-0.1021,0.0108,0.237,66.8,50.3,34.16,1
-0.0949,0.0851,0.1838,1.654,72.3,78.1,33.92,6
0.165,0.0059,-0.1258,1.559,72.4,71.8,34.01,5
-0.1933,0.2997,-0.2224,0.766,70.3,78.1,34.08,3
-0.0554,-0.0085,-0.0145,0.844,71.7,58.8,34.21,2
-0.0131,0.0053,0.0405,0.488,74.8,45.9,33.99,1
-1.2687,-2.2764,1.8373,1.737,81.2,114.0,33.01,7
0.8249,-0.3216,0.5798,0.838,76.6,92.9,33.81,5
0.0315,0.0366,0.0062,0.096,69.4,61.2,34.07,1
0.2282,-0.3925,0.7634,0.198,77.7,71.6,34.02,1
0.205,0.1462,-0.1617,1.713,76.7,83.8,33.8,7
-0.4128,-0.7193,-1.4452,1.795,79.2,96.4,33.21,7
-0.0661,-0.2668,0.0673,1.288,72.5,76.3,33.59,4
0.0897,-0.0094,0.017,1.393,71.9,51.9,33.61,2
-0.0288,-0.0051,0.0196,0.325,80.7,58.5,33.96,1
-0.925,2.4053,-1.0166,2.17,83.4,116.0,33.74,8
-0.4226,0.0632,0.1401,1.181,73.2,71.2,33.65,4
0.0399,-0.0241,0.0602,0.968,71.3,56.5,34.02,2
-0.0836,0.1805,-0.2235,0.583,72.6,77.9,33.55,3
-0.5714,-0.595,0.0518,0.554,77.3,73.6,34.07,2
-0.0269,-0.0674,-0.0622,1.034,58.5,53.9,34.29,2
-1.8188,0.0711,0.6966,0.695,76.8,87.3,33.96,4
-0.3251,-0.006,-0.5463,1.735,71.3,92.6,33.71,7
-0.032,-0.0687,-0.0012,0.472,85.4,48.4,34.67,1
1.3938,2.6071,1.9733,2.804,76.8,115.0,33.84,8
-0.2518,0.7817,0.0716,1.83,70.1,98.8,33.59,7
-0.0713,-0.0326,0.0093,0.566,75.2,60.0,33.26,1
-0.4811,1.5112,0.8629,1.406,80.3,100.5,33.47,7
-0.5053,-0.421,0.0513,0.995,72.3,70.8,33.64,2
-0.1041,-0.0023,0.0589,0.877,67.6,68.1,33.78,2
0.0574,0.0222,-0.0189,1.116,65.7,56.4,33.61,2
-4.6516,1.6422,0.1283,2.331,73.6,110.9,33.72,7
-0.7453,-0.1901,-0.9567,2.914,75.6,106.8,33.64,8
-0.0669,-0.0403,-0.0539,0.749,75.4,50.9,33.76,1
-0.1129,-0.1828,-0.0848,0.446,69.8,73.7,33.84,2
-0.0422,0.0599,-0.0398,0.714,71.6,54.1,33.7,1
0.0352,-0.002,-0.0265,0.934,70.3,55.6,34.3,1
-0.0278,-0.0978,-0.05,0.013,70.3,68.8,34.03,1
-0.0614,0.0371,-0.099,0.493,69.6,54.1,33.54,1
0.3286,-0.5866,0.109,1.095,73.3,74.4,33.74,4
-0.1498,0.0415,-0.1083,0.554,71.3,65.8,33.61,1
0.0896,0.029,-0.0561,0.943,68.8,61.5,34.66,3
-0.3085,0.4028,-0.0115,1.937,70.2,74.3,33.11,6
-0.1605,0.0641,-0.5066,1.518,78.8,100.9,33.32,7
-0.2683,-0.2084,-0.2552,0.598,78.9,95.2,33.67,4
-0.0081,0.0124,-0.0196,0.393,63.2,56.2,34.41,1
0.0343,0.0565,-0.2233,0.994,74.8,76.0,33.35,3
-0.147,0.0392,0.0341,0.859,72.3,60.2,34.0,1
-0.0212,-0.0824,0.05,0.218,73.9,57.9,34.59,1
-0.0393,0.0368,0.0204,0.85,67.7,66.4,34.73,3
0.0623,0.1476,0.2145,0.389,71.9,80.0,33.79,2
-0.3867,0.0384,-0.1389,0.856,63.7,67.3,33.7,2
-0.4801,-0.2256,0.3715,0.771,73.9,75.4,33.43,2
0.0289,-0.3483,0.5189,1.991,67.4,77.2,33.43,6
0.0707,-0.0137,-0.0188,1.613,71.9,76.3,33.3,6
-0.1087,0.0115,-0.0178,2.02,70.1,73.0,33.8,7
-0.3297,0.7925,0.0492,0.916,80.4,80.3,34.28,4
0.6103,-0.0425,-0.7418,2.638,72.3,99.3,33.72,8
-1.0517,1.6705,0.3975,1.048,80.8,94.4,33.99,5
-0.0669,0.0488,0.109,2.102,68.6,64.7,34.1,6
0.1652,-0.4868,0.0449,0.039,72.3,67.5,33.31,1
-0.0038,0.0608,-0.0196,0.537,74.5,53.1,33.76,1
-0.0383,0.0093,0.0027,0.36,67.7,56.3,33.76,1
-0.0118,0.0651,0.0416,0.757,62.1,57.6,34.63,2
-0.2754,-0.0578,0.1632,1.288,80.5,77.3,34.14,5
0.0363,-0.026,-0.0456,2.048,73.3,60.1,33.63,5
0.6279,0.1089,-0.2977,1.857,81.9,72.1,33.99,5
0.1665,-0.4534,0.0594,0.567,74.6,76.1,34.0,2
-0.1834,-0.0246,0.0964,0.714,62.1,67.2,33.31,2
-0.1235,-0.0451,-0.3209,1.035,72.3,75.2,33.69,4
0.0361,0.0216,-0.0387,0.893,63.9,59.4,33.8,3
0.01,-0.0369,-0.0151,0.749,61.9,54.9,34.48,1
0.0728,0.0431,-0.6686,1.401,85.0,97.5,33.32,6
-0.149,0.347,0.7419,0.992,74.4,93.1,33.6,5
0.476,0.2877,-0.521,0.642,71.0,84.7,33.46,3
-0.5758,-1.351,0.0406,1.121,81.3,100.1,34.08,6
0.1606,0.9139,-3.0825,2.091,82.5,116.8,33.52,8
0.3172,-0.4052,-0.7478,2.082,76.1,95.8,33.59,7
-0.1372,0.2648,0.2295,0.089,72.8,84.2,34.27,2
-0.0501,-0.0031,0.0998,0.791,73.6,65.5,33.73,1
0.101,-0.2172,0.0592,0.624,66.8,73.9,33.12,2
-0.8995,-0.2128,0.3691,1.457,75.1,92.0,34.43,6
0.0829,-0.075,0.1389,1.941,75.3,47.9,34.06,3
-0.0249,0.0214,0.0342,0.123,73.9,53.5,34.35,1
-0.0281,-0.0177,-0.0334,1.238,80.7,54.6,34.41,2
-0.001,0.7733,0.2205,1.253,79.9,98.4,33.76,6
1.5915,-0.654,1.299,2.879,79.9,104.8,33.89,8
-0.0102,0.0212,-0.0748,2.352,61.3,63.8,33.71,6
0.01,-0.081,-0.0136,0.01,73.8,48.5,33.85,1
0.1495,-0.2251,-0.2728,1.017,78.4,91.6,33.97,6
0.0415,0.0405,0.0019,1.085,70.9,52.1,33.73,1
-0.0027,0.019,0.0341,0.462,68.9,56.8,34.05,1
0.0347,0.0067,-0.0875,1.235,69.3,50.3,34.12,2
0.681,0.484,0.6513,2.578,81.3,113.1,33.53,8
-0.0395,0.2648,0.2399,1.011,75.9,79.2,33.61,5
-0.3807,-0.1236,0.0639,1.973,77.5,69.0,33.39,6
-0.0485,0.0733,0.0037,0.704,78.9,62.6,33.86,1
0.1978,0.6838,-0.6914,1.492,78.3,91.5,33.97,6
0.0434,-0.0014,0.0193,0.714,70.5,54.6,33.53,1
-0.4524,0.0205,-0.2148,2.335,83.8,103.3,33.68,8
-0.0351,-0.6352,-0.1601,0.956,76.6,75.4,33.65,4
1.8681,-1.7896,-2.5084,2.316,77.9,109.2,33.8,8
-0.1497,1.826,0.7235,1.795,82.4,118.0,33.8,8
0.0164,0.0553,-0.0494,0.783,75.9,60.0,34.34,1
0.0329,-0.0314,-0.0659,0.431,72.1,55.1,34.09,1
0.1697,-1.8849,-2.1025,1.754,79.8,116.9,33.68,8
-0.1097,0.354,0.0933,0.621,73.7,77.8,34.13,3
0.5866,-0.2737,-0.8972,2.795,77.4,87.9,33.71,8
0.0011,0.5253,-0.9008,0.926,83.8,92.6,34.6,5
-0.0256,-0.0637,0.0065,0.975,57.9,55.7,33.94,1
0.0186,0.0406,-0.0048,1.267,72.0,58.8,34.08,3
0.0885,-0.0305,0.019,1.152,72.8,51.1,34.17,2
-0.4297,0.2363,0.0814,1.268,71.8,77.5,34.09,5
0.1002,-0.1029,-0.0442,0.707,75.5,59.7,33.65,1
-0.0059,-0.0275,0.0126,1.098,66.5,59.7,34.07,2
-0.3532,-0.216,-0.1228,1.839,76.6,73.2,33.83,6
-0.8074,0.2157,-0.5062,2.762,79.3,111.4,33.39,8
-1.1734,-0.1713,-0.1936,1.321,86.4,118.3,33.81,8
-0.0349,-0.0368,-0.0245,0.588,67.8,61.4,33.61,1
0.0442,-0.0102,-0.0824,1.919,66.6,52.3,34.23,4
-0.0182,-0.0408,0.0959,0.968,67.1,58.2,33.7,1
-0.0406,-0.1085,-0.3109,0.293,69.3,78.1,34.02,2
0.1274,-0.327,0.0802,1.738,73.2,75.7,33.83,6
1.1213,-1.3062,0.2457,1.727,86.5,120.1,33.87,8
-0.7468,0.344,-0.0731,2.531,78.2,98.3,34.42,8
-0.2362,-0.0602,-0.0713,0.891,77.2,73.9,33.83,4
-0.4729,0.3541,-0.3332,2.095,67.6,97.6,33.42,8
0.0602,0.0613,-0.0475,0.14,62.9,55.8,33.24,1
-0.0306,0.0919,-0.0351,1.419,72.6,51.8,34.26,3
0.0403,0.062,0.036,0.243,70.5,53.6,34.24,1
0.0099,-0.019,0.0254,0.89,75.0,58.7,34.19,1
4.8193,1.4818,1.1828,2.1,85.7,115.1,33.85,7
0.0574,0.0333,-0.0655,1.09,78.1,61.7,33.97,2
0.4444,-0.0179,0.0688,1.568,66.9,77.2,34.06,6
-0.672,3.7317,-3.2037,1.52,91.5,114.9,33.25,6
-0.4009,0.0688,0.0284,1.389,74.3,71.1,33.5,5
0.0328,-0.0518,0.0234,1.326,73.1,50.4,33.93,2
0.0312,0.0055,-0.0448,0.878,71.4,50.0,33.99,1
0.7144,-0.9251,-0.0555,1.595,76.5,91.6,33.24,6
-0.0785,1.2077,1.2491,1.988,67.3,111.8,33.49,8
-0.0759,0.0352,-0.0376,0.675,84.4,48.7,34.22,1
-0.0296,-0.0302,-0.0314,0.001,68.7,62.2,33.81,1
0.996,-1.1349,0.4752,1.831,76.4,92.2,33.82,7
0.0195,-0.0556,0.0002,1.102,68.9,49.7,33.94,2
0.17,0.6131,0.0954,0.728,72.4,72.9,33.67,2
-0.4136,-0.1104,-0.4907,1.796,83.9,114.3,33.77,8
-0.2073,-0.5913,1.4251,2.858,77.2,117.6,33.58,8
-0.0133,0.0408,-0.0076,0.657,77.1,67.7,34.15,2
-0.2851,0.6821,0.3154,2.412,69.4,82.6,33.51,7
-0.0493,-0.4727,0.0636,1.7,65.5,71.9,33.86,5
0.0435,0.0395,-0.3611,2.503,76.9,73.4,33.22,7
-1.8728,2.3155,0.3975,1.965,83.1,122.2,33.38,8
-0.1282,0.0123,0.087,1.08,70.3,73.3,33.14,3
0.1508,-0.4997,-1.0865,3.77,77.0,94.6,33.62,8
-1.3897,3.3413,0.3088,2.448,87.3,116.3,33.93,8
0.0275,0.0857,0.0678,0.193,74.2,55.0,33.51,1
-0.0094,-0.0693,-0.0349,0.724,72.3,51.0,33.66,1
0.0245,0.0479,0.015,1.528,65.3,44.5,34.35,2
-0.6253,0.0788,-0.4459,1.963,70.7,72.1,33.95,6
-1.4743,1.1285,-0.3611,0.997,64.3,97.7,33.74,5
1.0652,1.872,-0.7527,1.971,83.6,116.1,34.14,8
0.1114,1.1884,0.7179,1.441,75.5,90.9,33.5,6
-0.2037,0.6192,0.2352,1.352,72.9,76.8,34.05,5
-0.0133,-0.0507,-0.0586,0.798,72.4,51.6,34.12,1
0.0545,-0.0506,0.1167,0.658,65.5,55.0,33.89,1
-0.7883,0.75,-0.2711,2.07,73.5,101.1,33.44,8
0.5922,0.8937,0.027,1.535,81.4,100.9,33.64,7
-0.6831,-2.4035,1.6988,1.667,87.6,126.3,33.52,8
-0.062,-0.3189,-0.1523,1.705,68.0,77.8,33.56,6
0.0258,0.0154,-0.0193,0.03,80.6,61.0,34.02,1
-0.0419,0.2997,-0.3854,0.962,76.1,72.3,33.68,3
-1.0688,-0.0109,-0.2013,1.784,78.0,94.6,33.25,7
0.0268,-1.539,0.5899,2.665,77.4,95.8,33.16,8
-0.1377,-0.1518,0.2358,1.372,70.1,76.7,34.39,5
0.01,-0.0249,0.041,0.859,64.9,39.2,34.04,1
0.0373,-0.2947,-0.0593,1.805,73.4,71.7,33.14,6
-0.1045,-0.1266,-0.0422,1.595,60.6,60.9,33.43,3
0.3317,0.2623,0.0365,1.254,79.7,101.7,33.32,7
0.0532,0.0371,-0.0304,1.058,72.6,55.0,34.24,2
-0.0621,0.0112,-0.0273,0.006,65.2,53.3,33.56,1
0.1828,-0.0712,-0.2349,0.685,70.4,69.4,33.95,2
-0.0801,0.0592,-0.006,1.578,73.4,52.5,34.13,3
4.3031,-2.5407,0.5959,2.463,82.4,108.0,33.44,7
-0.0661,0.0022,-0.0309,0.838,64.5,49.3,33.88,1
-0.4511,0.4367,0.0791,1.358,82.7,77.8,34.02,5
0.1181,-2.6033,1.8527,2.541,78.8,107.0,33.65,8
0.6492,0.4188,-3.3532,2.359,84.7,107.5,33.9,8
0.0669,-0.0038,0.0726,1.036,74.4,63.9,33.3,2
-1.1867,-1.429,-1.3866,1.731,73.8,98.1,33.59,7
-0.3598,0.4276,-0.0006,1.213,83.8,114.3,33.69,8
0.0517,0.1517,0.1153,0.027,73.8,71.1,33.59,1
-0.0781,-0.0312,-0.5622,2.058,73.5,72.3,34.27,6
0.4589,-0.8661,0.0087,1.076,70.0,90.4,34.05,6
0.9336,0.0383,-0.9668,2.843,79.2,111.2,33.77,8
0.3634,0.2428,0.0093,0.644,82.0,95.2,34.09,5
-0.0622,-0.0366,-0.0313,0.916,78.8,54.5,34.05,1
0.0751,-0.0827,-0.006,0.803,61.7,51.8,33.87,1
0.0374,-0.0318,-0.0194,0.727,62.2,62.4,33.99,1
0.203,-0.3707,-0.3273,1.582,73.7,69.5,33.65,5
-1.1024,0.2953,0.43,0.62,72.4,87.1,33.75,3
-0.2826,0.1681,-0.2504,0.578,75.7,74.4,33.77,3
-0.0084,-0.0284,0.0368,0.422,72.5,59.9,33.6,1
-3.5672,0.5234,0.6724,1.753,85.4,110.5,34.54,7
0.0343,-0.0364,-0.0247,1.659,78.9,61.6,34.36,5
-0.0531,0.5224,-0.201,2.001,76.5,99.5,33.53,8
0.0286,-0.0214,0.0201,0.446,67.4,59.0,34.04,1
-0.0282,0.3107,-0.0843,0.859,72.6,67.6,33.95,2
1.1162,0.3215,-1.4376,2.346,69.3,91.4,32.91,7
1.3459,1.0809,0.0226,1.055,78.9,94.3,33.56,6
1.3018,-1.419,3.4873,1.783,79.8,116.4,33.92,7
0.0079,0.018,0.0579,0.783,67.7,53.7,33.41,1
-1.6443,3.4897,-0.9583,1.422,79.1,117.9,33.9,7
-0.6328,0.7707,-0.4812,2.052,76.1,99.6,33.5,8
0.0246,0.0052,0.0362,0.376,64.7,52.8,34.08,1
0.2174,0.0778,0.0405,1.145,67.9,77.5,33.76,4
0.0271,-0.012,-0.0672,1.585,72.4,48.0,34.54,3
-0.9338,-0.2855,1.1098,1.903,72.6,91.1,33.34,7
-0.0655,-0.0109,0.0319,0.739,61.0,44.3,33.64,1
1.3421,-0.9588,-0.1701,1.354,78.1,92.4,33.64,6
0.4328,0.0919,0.0171,1.756,79.9,75.3,34.03,6
0.1466,-0.0919,0.3938,1.893,73.2,78.2,33.94,6
-0.6557,-0.0028,1.5584,2.348,86.9,117.2,33.89,8
-0.0383,0.0331,-0.0553,1.802,74.6,52.9,33.86,4
0.0432,0.0036,-0.0396,0.534,81.5,51.7,34.25,1
-0.3451,0.2506,0.0709,1.412,67.8,70.3,34.4,5
-0.6538,0.2381,-1.4135,0.637,83.6,108.3,33.58,5
-0.071,0.0638,-0.1027,0.825,69.5,56.2,34.6,1
1.4597,-0.6169,0.5474,0.925,81.1,122.2,33.94,7
0.0651,-0.007,0.0656,0.849,74.3,46.6,34.01,1
0.1138,-0.0652,-0.0585,0.486,66.6,61.5,34.23,1
-0.0599,-0.0208,0.0132,1.452,72.5,53.9,33.5,3
-0.0503,-0.0436,-0.0241,1.14,74.8,56.3,33.95,2
-0.0227,-0.0074,0.0586,0.048,68.0,54.7,34.2,1
0.0116,0.2931,-0.166,1.12,79.3,66.9,33.4,3
-0.1096,-0.0157,0.0024,0.405,70.5,45.9,33.89,1
-0.5015,0.7416,-0.1431,0.534,76.2,77.5,34.19,2
-0.0011,-0.0164,-0.0194,0.848,66.0,56.4,33.82,1
-0.0391,-0.0303,-0.048,0.533,67.4,50.7,34.08,1
-0.0617,0.0136,0.006,0.796,76.3,56.7,34.26,1
0.0402,-0.0213,-0.0967,0.5,71.1,51.7,33.95,1
-0.0853,0.0533,0.0777,1.552,60.0,54.8,34.17,4
0.014,-0.0919,-0.0096,0.293,66.1,50.7,33.46,1
-0.0392,-0.1617,0.2054,1.484,65.4,73.3,33.93,5
-0.0074,0.122,-0.0209,0.094,70.0,53.0,34.28,1
-0.0761,0.0764,0.071,0.737,65.0,48.0,34.01,1
-0.0306,0.1225,-0.0149,0.45,62.7,56.1,34.18,1
0.0063,0.0058,0.0336,0.561,61.0,51.4,33.86,1
-0.5597,0.1742,-0.1526,0.884,74.8,78.7,34.06,4
0.0038,0.0573,-0.0312,0.925,59.5,57.5,34.08,2
0.0475,0.1075,0.0155,0.459,65.9,43.4,33.78,1
0.0055,-0.0371,-0.001,1.125,70.9,57.7,34.33,3
-0.0557,-0.0307,0.0161,0.606,73.9,64.9,34.58,1
0.0502,0.0388,0.0221,0.059,69.9,52.8,33.6,1
0.0225,0.0639,-0.0049,0.443,75.2,55.6,34.07,1
-0.0408,-0.0663,0.0048,0.501,74.5,66.7,32.91,1
1.9378,-2.846,-1.5736,2.708,82.2,110.6,34.29,8
0.732,0.1697,-0.3405,0.873,72.3,101.3,33.41,6
0.8627,0.3777,-0.4135,1.214,82.2,98.3,33.29,6
0.0721,-0.0298,0.081,0.84,69.2,55.6,33.93,1
-0.0129,-0.0344,0.0121,1.823,74.1,52.8,33.72,4
-0.6014,-0.8681,0.3407,1.621,84.3,100.2,34.33,7
0.2723,0.4759,0.6252,1.08,77.5,101.2,33.17,6
-0.0278,-0.0097,0.0389,1.799,71.1,55.1,34.03,4
0.0376,0.0986,0.0637,0.506,70.6,48.5,34.31,1
0.6216,-0.1686,0.3643,2.242,62.9,93.7,34.23,8
0.2008,0.3538,-0.2687,1.187,69.3,72.8,33.44,4
2.1305,-1.8625,-3.031,1.802,83.7,105.0,33.4,7
-0.3951,-0.0449,-0.1137,1.574,77.5,69.3,34.14,5
-2.4333,-1.0591,-2.31,2.041,79.5,111.4,33.25,7
-0.0641,-0.0632,-0.0167,2.041,72.7,48.9,34.18,5
-0.0198,0.0035,-0.091,0.615,74.2,55.4,33.88,1
0.0086,0.0921,-0.0452,1.367,67.2,51.9,33.79,2
0.0217,0.0208,-0.1179,0.309,61.7,48.6,33.94,1
-0.2811,0.0494,0.0396,1.877,77.8,79.2,33.75,7
0.0457,-0.0709,-0.0054,0.141,75.9,54.1,33.95,1
1.7708,0.6952,-0.6655,2.251,75.4,94.0,33.86,7
-0.3061,-0.4717,-0.1031,1.465,74.1,97.7,34.55,7
1.0294,-0.827,-2.5675,2.309,82.6,87.3,33.77,7
-0.0328,0.0909,-0.049,0.618,78.7,57.1,33.5,1
-0.0055,-0.0303,-0.0267,0.141,71.9,58.9,33.85,1
-0.5298,-0.1787,0.052,0.948,81.4,70.9,33.93,3
0.0805,-0.0307,-0.0051,1.317,72.2,46.7,34.3,1
-0.0268,0.0025,0.0032,0.722,71.2,46.1,33.52,1
0.6806,0.004,-0.1334,1.233,78.8,88.8,33.29,5
-0.0141,-0.0211,0.0111,0.705,73.5,56.9,34.09,1
-0.0733,-0.0,0.0218,1.638,79.7,58.1,33.41,4
0.054,0.0328,0.173,0.879,75.5,97.4,33.9,6
-0.0075,-0.009,0.0365,1.688,74.3,53.7,33.7,3
-0.3798,0.4607,-0.5818,0.983,69.9,92.9,34.58,6
0.6321,1.8942,-0.1904,2.461,72.4,92.5,34.14,8
0.1024,-0.0691,-0.0237,1.109,72.6,54.1,34.09,2
-0.9301,-0.4498,-0.392,4.045,77.8,95.2,33.54,8
-2.0867,-2.2587,2.4827,1.46,75.8,113.0,33.69,7
0.0536,-0.0646,-0.0353,0.082,63.8,51.2,33.72,1
-0.0112,-0.0437,-0.0603,0.799,70.1,64.1,34.31,2
-0.2074,-0.3418,-0.2837,2.324,76.2,97.6,33.59,8
0.0705,-0.0536,-0.0311,0.549,75.2,58.5,34.15,1
0.4311,0.4298,-0.0129,1.524,76.7,98.1,33.2,7
-0.0242,-0.0561,-0.0103,1.054,73.3,62.0,34.25,3
-0.3138,0.2962,-0.2746,1.379,69.7,79.0,34.05,5
0.1515,1.6687,2.4501,2.062,78.7,123.6,34.12,8
-0.0178,-0.0912,0.5018,0.329,75.8,70.0,33.27,1
-0.1278,-0.4258,0.2482,0.738,71.6,75.6,33.32,2
-0.0143,-0.0597,-0.0093,1.099,71.9,57.6,34.08,3
-1.0935,-0.5065,0.4,1.068,76.7,87.8,33.56,5
0.099,0.0208,-0.0115,1.075,69.7,47.6,34.09,1
-0.5657,0.1451,0.2948,1.508,73.0,76.6,33.62,5
-0.067,-0.0136,-0.007,0.343,69.7,55.7,33.58,1
-1.1562,1.0391,0.2388,1.709,83.2,113.7,33.8,8
0.0152,-0.0143,0.0066,0.647,71.5,46.1,33.77,1
0.1503,0.0401,-0.3072,0.838,74.3,80.3,33.35,3
-0.0448,-0.0448,0.0464,1.965,70.3,59.9,33.95,5
0.109,-0.4908,0.1886,0.547,76.1,79.3,33.69,2
0.5001,0.1161,0.5897,1.996,68.2,93.6,33.61,7
0.0485,-0.0078,0.0694,1.231,68.8,49.9,34.02,1
0.0068,0.0696,0.0542,1.441,71.7,57.4,33.91,3
-0.0661,0.5497,0.1488,0.67,81.6,92.4,33.36,4
-0.0446,0.014,-0.0055,1.393,70.6,56.8,34.07,3
